id,title,release_date,vote_average,vote_count,budget,revenue,runtime,tagline,adult,production_companies,countries,language
52849,Bell from Hell,1974-07-19,5.631,42,0,0,94,Who will escape the terror?,False,"['Hesperia Films', 'Les Films La Boétie']","['Spain', 'France']",es
3105,Frankenstein: The True Story,1974-09-19,7.5,32,0,0,186,He created the perfect man—then something went wrong.,False,['Universal Pictures'],['United States of America'],en
1499583,Green Thumb,1974-01-01,0.0,0,0,0,7,,False,[],['United States of America'],en
1339337,Curse of the Werewolf,1974-01-01,0.0,0,0,0,2,,False,[],['United States of America'],en
1309184,Paf Paf Paf,1974-01-01,0.0,0,0,0,15,,False,['EOC'],['Spain'],es
1302459,Windows,1974-01-01,0.0,0,0,0,15,,False,['Fantasy Films'],['United Kingdom'],en
1293722,Dolly Mixture,1974-01-01,0.0,0,0,0,22,,False,['Harrison Marks Productions'],['United Kingdom'],en
1293317,Creature,1974-01-01,0.0,0,0,0,3,,False,[],['United States of America'],en
1286498,Sister Midnight,1974-01-01,0.0,0,0,0,64,,False,"[""Vau's Film""]",['United States of America'],en
1228877,Bhoot Mera Saathi,1974-01-01,0.0,0,0,0,0,,False,['Juno Jupiter Movies'],['India'],hi
953160,Genshi-san,1974-01-01,0.0,0,0,0,10,,False,[],['Japan'],ja
827797,Lady of the Lake,1974-01-01,0.0,0,0,0,1,,False,[],['United States of America'],en
605823,Free Inside,1974-01-01,0.0,0,0,0,12,,False,[],['United States of America'],en
582896,Interspersions,1974-01-01,0.0,0,0,0,15,,False,[],[],en
582888,The Summoned,1974-01-01,0.0,0,0,0,40,,False,[],[],en
532800,Mystery in Hong Kong,1974-01-01,0.0,0,0,0,0,,False,[],['Indonesia'],id
449011,The Transformation: A Sandwich of Nightmares,1974-01-01,2.0,1,0,0,87,"A sexual film odyssey of a young girl exploring her innermost fantasies in a sea of navels, thighs and buttocks.",False,['Palomino Productions'],['United States of America'],en
448102,Affection Against Satan,1974-01-01,0.0,0,0,0,0,,False,[],['Hong Kong'],zh
419870,Female Ghost,1974-01-01,0.0,0,0,0,100,,False,[],['Indonesia'],id
419853,Drakula Mantu,1974-01-01,10.0,1,0,0,95,,False,['PT Ratna Indah Kartika Film'],['Indonesia'],id
419689,Satan in Her,1974-01-01,0.0,0,0,0,89,,False,[],['Indonesia'],id
419677,Night Virgin,1974-01-01,0.0,0,0,0,97,,False,[],[],id
419512,Chased by Sins,1974-01-01,8.0,1,0,0,99,,False,['PT Aries Film'],['Indonesia'],id
384114,The Chinese Whimsy,1974-01-01,0.0,0,0,0,80,,False,['Jin Hai Motion Picture Company'],['Taiwan'],zh
367496,The Oath,1974-01-01,0.0,0,0,0,60,,False,['Radiotelevizija Beograd'],['Yugoslavia'],sh
347832,The Virgin Sacrifice,1974-01-01,5.8,4,0,0,9,A revelation of holy terror!,False,[],['United States of America'],en
337072,Chilling,1974-01-01,0.0,0,0,0,0,,False,[],['United States of America'],en
283169,Anak Setan,1974-01-01,0.0,0,0,0,100,,False,[],['Singapore'],ms
282318,Nocturno,1974-01-01,0.0,0,0,0,84,,False,"['Televizija Zagreb', 'Adria Film']",['Yugoslavia'],sh
282141,Daughter of Satan,1974-01-01,0.0,0,0,0,0,,False,[],[],th
255631,The Wolf Girl,1974-01-01,5.0,3,0,0,94,,False,[],['Thailand'],th
228442,Breakfast,1974-01-01,7.8,10,0,0,12,,False,['Kira B.M. Films'],['France'],fr
172738,The Blue Lamp in Winter Night,1974-01-01,0.0,0,0,0,0,,False,"['Fong Kwang Film Co., Ltd.']",['Taiwan'],zh
130926,New Guinea: Island of Cannibals,1974-01-01,4.8,2,0,0,100,,False,['DEA Cinematografica'],"['Japan', 'Italy']",it
115463,Shocking Asia,1974-01-01,6.0,14,20000,0,94,,False,[],"['Germany', 'Hong Kong']",de
112170,Satan,1974-01-01,5.1,28,0,0,100,,False,['Saner Film'],['Turkey'],tr
106448,Black Mamba,1974-01-01,0.0,0,0,0,92,,False,['Filmmakers Organization'],['Philippines'],en
105861,Last House in Istanbul,1974-01-01,5.0,4,0,0,77,,False,['Akün Film'],['Turkey'],tr
105232,"Clap, You're Dead",1974-01-01,7.0,1,0,0,90,,False,['Comet Film'],['Italy'],it
105159,The Author's Crime,1974-01-01,4.2,4,0,0,75,,False,"['Stefano Film', 'Cineuropa']",['Italy'],it
104992,The Dwarf Sorcerer,1974-01-01,5.8,2,0,0,90,,False,['Tang Man Film Company'],['Taiwan'],zh
83311,The Burning Hell,1974-01-01,4.4,21,0,0,58,"20,000 degrees fahrenheit and not a drop of water",False,['The Ormond Organization'],['United States of America'],en
30831,The Beauties and the Beast,1974-01-01,5.2,5,0,0,66,Beautiful maidens are prey of a crazed humanoid primate!,False,"['Second Unit Productions (I)', 'Raynad', 'Sophisticated Films']",['United States of America'],en
66765,Act of Vengeance,1974-01-02,5.7,37,0,0,90,"These women all had one thing in common, they had been violated in the same savage way.",False,['American International Pictures'],['United States of America'],en
1007002,Once the Killing Starts,1974-01-07,7.0,1,0,0,64,,False,['Associated Television'],['United Kingdom'],en
1365436,Farce,1974-01-08,0.0,0,0,0,10,,False,['Zagreb Film'],['Yugoslavia'],sh
503771,The Spy Who Returned from the Dead,1974-01-08,5.2,2,0,0,73,"Tom Ewell, Tammy Grimes and Orson Bean discover it takes more than a funeral to keep a good man down.",False,['ABC'],['United States of America'],en
503747,The Satan Murders,1974-01-11,0.0,0,0,0,74,When you deal in death...there's the Devil to pay.,False,"['ABC Television', 'Clovis']",['United States of America'],en
447396,Why Blood is the Color of the Night,1974-01-13,0.0,0,0,0,0,Big! Staggering! Diabolical!,False,[],[],tl
317873,Adam,1974-01-13,3.5,2,0,0,90,,False,[],['Israel'],he
283755,The Legend of the Old Shepherd Xeudi and His Friend Reimann,1974-01-13,5.0,3,0,0,55,,False,[],['Switzerland'],de
225429,The Haunted Mouth,1974-01-15,4.0,3,0,0,13,,False,['American Dental Association'],['United States of America'],en
28159,The Bat People,1974-01-15,3.5,44,0,0,95,After the sun has set and the night wind has died comes the hour of the bat people!,False,"['American International Pictures', 'Eastborne Productions']",['United States of America'],en
305077,"The Girl's Dead, Man",1974-01-16,2.5,3,0,0,90,,False,"['La Compagnie Parisienne de Films', 'Reda productions']",['France'],fr
169494,Scream of the Wolf,1974-01-16,6.2,8,0,0,78,Death comes out of the woods on four paws and returns on two feet. A beast? A human? Only the dead know.,False,['Metromedia Productions'],['United States of America'],en
488029,A Beautiful Killing,1974-01-22,0.0,0,0,0,74,,False,[],['United States of America'],en
177099,Macabre Legends of the Colony,1974-01-31,4.8,6,0,0,80,,False,"['Producciones Fílmicas Agrasánchez S.A.', 'Cinematografica Tikal']",['Mexico'],es
192125,The Legend of Hillbilly John,1974-02-01,5.3,3,0,0,89,From ghostly hark mountain this eerie story of witches ... voodoo ... devils ... monsters... mountain folk swear it's true!,False,"[""Two's Company""]",['United States of America'],en
54008,Sugar Hill,1974-02-01,5.8,55,0,0,91,Meet Sugar Hill and her zombie hitmen... The mafia has never met anything like them!,False,['American International Pictures'],['United States of America'],en
42452,The House of Seven Corpses,1974-02-01,4.566,38,0,0,90,,False,['Television Corporation of America'],['United States of America'],en
380844,Kiss of a Dead Woman,1974-02-02,4.0,4,0,0,95,,False,"['Casolaro Films', 'Flora Film']",['Italy'],it
39844,Deranged,1974-02-02,5.7,99,200000,0,83,Pretty Sally Mae died a very unnatural death...But the worst hasn't happened to her yet!,False,['Karr International Pictures'],['Canada'],en
20121,Killdozer,1974-02-02,5.4,47,0,0,74,Everyone Knows a Machine Cannot Kill. Except the Machine.,False,['Universal Television'],['United States of America'],en
39886,The Killer Snakes,1974-02-05,6.4,9,0,0,99,,False,['Shaw Brothers'],['Hong Kong'],zh
86889,Dracula,1974-06-13,6.3,69,0,0,98,,False,"['Latglen Ltd.', 'Dan Curtis Productions']",['United Kingdom'],en
210454,Kiss Me and Die,1974-02-09,5.0,3,0,0,64,,False,['Associated Television'],['United Kingdom'],en
503786,Tight as a Drum,1974-02-11,0.0,0,0,0,120,,False,[],[],en
105022,The Phantom of Hollywood,1974-02-12,5.1,9,0,0,74,,False,['MGM Television'],['United States of America'],en
105234,The Fish with the Eyes of Gold,1974-02-14,4.8,8,0,0,84,,False,"['Universum Film', 'Atlantis']",['Spain'],es
499364,One Deadly Owner,1974-02-16,0.0,0,0,0,65,,False,['Associated Television'],['United Kingdom'],en
39885,The Transgressor,1974-02-16,6.5,60,0,0,91,,False,['Toei Company'],['Japan'],ja
517276,Shaitaan,1974-02-19,0.0,0,0,0,121,,False,[],[],en
3159,Frankenstein's Castle of Freaks,1974-02-19,4.1,33,0,79201,90,Terror stalks the castle when the secret of life falls into the wrong hands.,False,['Classic Films International'],['Italy'],it
48014,From Beyond the Grave,1974-02-21,6.5,143,0,0,97,Terror to delight worshippers of the Macabre.,False,"['Amicus Productions', 'Warner Bros. Pictures']",['United Kingdom'],en
426020,Le Tour d'Écrou,1974-02-25,7.0,2,0,0,110,,False,[],['France'],fr
210599,Killer Bees,1974-02-26,4.3,17,0,0,74,She controls the bees. They'll kill for her -- and die for her. She's their queen... and she'll live forever.,False,['Robert Stigwood Organization'],['United States of America'],en
452474,The Devil Made Me Do It,1974-03-01,1.0,1,0,0,0,So hot it's banned in hell!,False,[],[],en
457025,Los vampiros los prefieren gorditos,1974-03-07,6.31,21,0,0,95,,False,['Aries Cinematográfica Argentina'],['Argentina'],es
78071,Successive Slidings of Pleasure,1974-03-07,6.1,53,0,0,102,,False,"['S.N.E.T.C.', 'Cosefa']",['France'],fr
499358,Sign It Death,1974-03-09,7.0,1,0,0,73,,False,"['Associated Television', 'ITC Entertainment']",['United Kingdom'],en
488664,Legacy of Blood,1974-03-12,0.0,0,0,0,73,,False,[],['United States of America'],en
488043,The Book of Murder,1974-03-19,0.0,0,0,0,73,,False,['Universal Television'],['United States of America'],en
104116,Ghost Story,1974-03-19,4.7,11,0,0,87,Will haunt you!,False,['Stephen Weeks Company'],['United Kingdom'],en
30889,"Emma, Dark Doors",1974-03-22,4.0,7,0,0,75,"A True Story of Terror, but Real and Unconventional",False,['Producciones cinematográficas Victory'],['Spain'],es
105381,The Killer with a Thousand Eyes,1974-03-25,4.7,6,0,0,83,,False,"['Estela Films', 'Tritone Cinematografica']","['Italy', 'Spain']",it
107068,The Sinful Nuns of Saint Valentine,1974-03-26,4.542,24,0,0,93,,False,['Claudia Cinematografica'],['Italy'],it
28715,Madhouse,1974-05-22,6.2,107,0,0,92,If stark terror were ecstasy...living here would be sheer bliss!,False,"['Amicus Productions', 'American International Pictures']","['United Kingdom', 'United States of America']",en
134172,The Devil in Miss Jonas,1974-03-29,4.036,14,0,0,74,,False,['Elite Film'],['Switzerland'],de
65317,The Perfume of the Lady in Black,1974-03-29,6.5,95,0,0,103,,False,['Euro International Films'],['Italy'],it
499354,Murder Works Overtime,1974-04-01,0.0,0,0,0,74,,False,['Universal Television'],['United States of America'],en
239728,Legacy of Satan,1974-04-01,2.9,13,0,0,70,Why after a thousand years does the spirit of evil call Maya to her destiny,False,['Gerard Damiano Film Productions (GDFP)'],['United States of America'],en
40218,The Beast Must Die,1974-04-01,5.4,79,0,0,93,One of these eight people will turn into a werewolf. Can you guess who it is when we stop the film for the WEREWOLF BREAK? See it ... solve it ... but don't tell!,False,"['Amicus Productions', 'British Lion Films']",['United Kingdom'],en
3117,Frankenstein and the Monster from Hell,1974-05-02,6.189,103,0,0,95,Your blood will run cold when the monster rises!,False,['Hammer Film Productions'],['United Kingdom'],en
409090,All the Horrors of Satan,1974-04-04,4.8,5,0,0,73,,False,[],['Mexico'],es
18979,Captain Kronos: Vampire Hunter,1974-04-07,6.1,130,400000,0,91,Evil ends here.,False,['Hammer Film Productions'],['United Kingdom'],en
119363,The Single Girls,1974-04-14,4.0,7,0,0,83,Searching for a man was a way of life,False,"['Sebastian Films Limited', 'Dimension Pictures']",['United States of America'],en
126689,The Turn of the Screw,1974-04-15,6.5,11,0,0,117,Forces of evil...,False,['Dan Curtis Productions'],['United States of America'],en
86744,House of the Living Dead,1974-08-12,4.2,8,0,0,87,It drives you mad before it kills!,False,['Associated Film Productions'],['South Africa'],en
86643,House of Whipcord,1974-04-19,6.1,50,0,0,102,Only young girls may enter and no one leaves...,False,"['Peter Walker (Heritage) Ltd.', 'Miracle Films']",['United Kingdom'],en
13013,Son of Dracula,1974-04-19,4.5,5,0,0,90,The First Rock-and-Roll Dracula Movie!,False,['Apple Corps'],"['United Kingdom', 'United States of America']",en
92939,Witness to Murder,1974-04-20,4.75,6,0,0,86,One Witness to Murder is One Too Many!,False,"['Lotus Films', 'Cinecompany']","['Italy', 'Spain']",es
136325,The Vampires of Coyoacan,1974-04-25,4.1,10,0,0,87,,False,['Producciones Fílmicas Agrasánchez S.A.'],['Mexico'],es
322043,Cheonmasingeom,1974-04-26,0.0,0,0,0,85,,False,[],['South Korea'],en
28153,It's Alive,1974-04-26,6.002,213,500000,7100000,91,There's only one thing wrong with the Davis baby...,False,"['Larco Productions', 'Warner Bros. Pictures']",['United States of America'],en
293360,Lover of the Monster,1974-04-28,4.5,6,0,0,83,,False,['Cinequipe'],['Italy'],it
100467,The Hand That Feeds the Dead,1974-04-29,4.4,8,0,0,87,,False,['Cinequipe'],"['Turkey', 'Italy']",it
95946,The Swamp of the Ravens,1974-04-29,4.333,18,0,0,87,,False,"['All American Films', 'Mundial Films']","['Ecuador', 'Spain']",es
49351,Welcome to Arrow Beach,1974-05-01,5.0,7,0,0,94,A nice place to visit... but no place to live.,False,['Brut Productions'],['United States of America'],en
227603,A Knife for the Ladies,1974-05-02,5.105,19,0,0,86,Nothing can stop the Killer with a Blood Lust for Ladies - Naked and Dead.,False,"['Spangler / Jolley Productions', 'Warner Bros. Pictures', 'Bryanston Distributing']",['United States of America'],en
186351,Venom,1974-05-02,4.8,13,0,0,87,The only thing Paul Creville wanted was a quiet and peaceful time - instead all he found was...VENOM!,False,"['Cupid Productions', 'Action Plus Productions Ltd.']",['United Kingdom'],en
84233,Don't Hang Up!,1974-05-03,5.8,10,0,0,85,After 13 years she returned home... To a house of terror.,False,['Jefferson Productions'],['United States of America'],en
203155,Last Bride Of Salem,1974-05-08,6.0,2,0,0,85,,False,[],[],en
110412,Symptoms,1974-05-10,6.2,54,0,0,91,Last night I dreamt that they had returned. They were here again…,False,['Finition Productions'],"['Belgium', 'United Kingdom']",en
488513,House of Evil,1974-05-14,6.0,1,0,0,90,,False,[],[],en
488116,Come Die with Me,1974-05-14,0.0,0,0,0,67,,False,[],[],en
29813,Les Gloutonnes,1974-05-15,2.8,4,0,0,87,,False,['Comptoir Français du Film Production (CFFP)'],['France'],fr
105902,Craze,1974-05-16,5.1,19,0,0,96,WHERE BLACK MAGIC EXPLODES INTO MURDER!,False,['Harbour Productions'],['United Kingdom'],en
418855,World of Awe and Dread,1974-05-17,0.0,0,0,0,0,1974's Most Stupendous Supershocker!,False,[],['Philippines'],tl
322042,The Black Hair,1974-05-18,8.0,1,0,0,96,,False,['Shin Films'],['South Korea'],ko
488134,Death to Sister Mary,1974-05-21,0.0,0,0,0,74,,False,['Associated Television'],['United Kingdom'],en
99438,The Killer Reserved Nine Seats,1974-05-21,5.5,44,0,0,99,,False,['Cinenove'],['Italy'],it
671216,Maid for Pleasure,1974-05-22,0.0,0,0,0,80,Maid for plaisure,False,[],['France'],fr
138521,The Devil's Female,1974-05-22,4.8,12,0,0,84,...was she possessed by the Devil or by sex?,False,"['TV13', 'Constantin Film']",['Germany'],de
30929,The Mutations,1974-05-22,4.9,40,0,0,92,It's not nice to fool with Mother Nature... it can be HORRIFYING!,False,"['Cyclone', 'Getty Pictures Corp.']","['United Kingdom', 'United States of America']",en
124441,Guns and Guts,1974-05-23,5.375,12,0,0,90,,False,['Estudios Churubusco Azteca'],['Mexico'],es
85236,Chosen Survivors,1974-05-24,5.5,27,0,0,99,They Were Chosen To Live. But They Were Destined To Die!,False,"['Alpine Productions', 'Metromedia Producers Corporation']","['Mexico', 'United States of America']",en
29878,I Hate My Body,1974-05-30,4.3,8,0,117438,97,The brain of a man... the body of a woman... the sexual horror story of our time!,False,"['André Kuhn', 'Galaxia Films']","['Spain', 'Switzerland']",es
206970,A Coffin for the Bride,1974-05-31,8.3,3,0,0,65,,False,[],[],en
72648,Devil Times Five,1974-05-31,5.2,53,0,0,88,What Wendy just saw them do will make you sick to your stomach...if it doesn't make you faint first!,False,['Barrister Productions Inc.'],['United States of America'],en
458002,The Enemy,1974-06-01,5.0,3,0,0,67,Satan's struggle for two young boys' souls.,False,['Ken Anderson Films'],['United States of America'],en
509746,Jab Andhera Hota Hai,1974-06-03,0.0,0,0,0,121,,False,['The Roop Enterprise'],['India'],hi
460385,Le nosferat ou les eaux glacées de calcul égoiste,1974-06-04,0.0,0,0,0,95,,False,['Groupe de Chambre'],['Belgium'],fr
85983,Voodoo Black Exorcist,1974-06-12,3.6,14,0,7438702,88,"This dude means business, so watch out when your nerves start to shatter!",False,['Mingyar'],['Spain'],es
264250,The Devil's Woman,1974-06-13,4.0,6,0,0,88,,False,['Acuario Films'],['Mexico'],es
685405,O Conde Gostou da Coisa,1974-06-14,0.0,0,0,0,9,,False,[],['Brazil'],pt
322044,Evil Spirit,1974-06-14,0.0,0,0,0,78,,False,"['Yun Bang Films Co., Ltd.']",['South Korea'],ko
195463,Angel of the Night,1974-06-14,5.5,6,0,0,84,,False,"['L.M. Produções Cinematográficas', 'Embrafilme']",['Brazil'],pt
64538,Flavia the Heretic,1974-06-14,6.075,67,0,0,102,She launched a river of blood,False,"['R.O.C.', 'Cinéphonic', 'Produzioni Atlas Consorziate']","['France', 'Italy']",it
1395087,The Haunted Heist,1974-06-19,0.0,0,0,0,7,,False,['Filmation Associates'],['United States of America'],en
125133,How to Seduce a Virgin,1974-06-19,5.079,19,0,0,80,,False,['Comptoir Français du Film Production (CFFP)'],['France'],fr
32940,The Terminal Man,1974-06-19,5.343,54,0,0,107,"Harry Benson is a brilliant computer scientist. For three minutes a day, he is violently homicidal.",False,['Warner Bros. Pictures'],['United States of America'],en
1003114,Happy Ever After,1974-06-21,0.0,0,0,0,48,,False,[],['United Kingdom'],en
49573,Flower & Snake,1974-06-22,5.5,45,0,0,74,,False,['Nikkatsu Corporation'],['Japan'],ja
28067,The Ghost Galleon,1974-06-28,4.9,74,0,0,89,Living Dead Men - Existing on the FLESH of the YOUNG & BEAUTIFUL!,False,"['Belén Films', 'Ancla Century Films']",['Spain'],es
97527,The Girl in Room 2A,1974-07-01,5.3,20,0,0,90,Now you can see it... A bold look at the bizarre world of abnormal sexual behavior! A prison in hell!,False,['Euro Italian Film Production'],['Italy'],it
39884,Scum of the Earth,1974-07-01,5.7,5,0,0,90,She Found Out How They Live Below Tobacco Road!,False,['Zison Enterprises'],['United States of America'],en
459621,El televisor,1974-07-05,7.375,16,0,0,66,,False,['TVE'],['Spain'],es
499377,The Next Scream You Hear,1974-07-06,4.0,1,0,0,75,,False,[],[],en
30885,Vampyres,1974-07-06,5.9,147,0,0,88,They shared the pleasures of the flesh and the horrors of the grave!,False,['Lurco Films'],['United Kingdom'],en
960406,View from the Loft,1974-07-08,0.0,0,0,0,85,,False,"['Jadran Film', 'ALAT Film', 'Idea Inc.']","['Germany', 'United States of America', 'Yugoslavia']",sh
488047,The Break,1974-07-08,0.0,0,0,0,60,,False,[],['United States of America'],en
26480,The Legend of the 7 Golden Vampires,1974-07-11,5.895,133,0,0,89,Hammer Horror! Dragon Thrills! The First Kung Fu Horror Spectacular!,False,"['Hammer Film Productions', 'Shaw Brothers']","['Hong Kong', 'United Kingdom']",en
108545,Evil of Dracula,1974-07-20,6.833,42,0,0,83,The devil calls! The spirit calls!,False,"['Toho Eizo Bijutsu', 'TOHO']",['Japan'],ja
488400,Death Is a Bad Trip,1974-07-23,0.0,0,0,0,73,,False,['Universal Television'],['United States of America'],en
936671,Inazuman Flash,1974-07-25,6.0,2,0,0,575,,False,['Toei Company'],['Japan'],ja
418857,The Creeping Hand,1974-07-26,0.0,0,0,0,0,,False,[],[],tl
28647,The Spectre of Edgar Allan Poe,1974-07-29,3.0,5,0,0,89,,False,[],['United States of America'],en
28146,Barn of the Naked Dead,1974-08-01,3.607,14,0,0,86,Captive young girls... chained... abused... by a Madman!,False,[],['United States of America'],en
84104,Shriek of the Mutilated,1974-08-02,4.5,21,0,0,87,A frenzied hunt for a hideous beast uncovers a cult of killers on an island of terror!,False,['Ed Adlum and Mike Findlay Productions'],['United States of America'],en
28812,The Killer Wore Gloves,1974-08-05,4.9,7,0,0,90,"It's diabolical! It's daring! It stalks, it cuts, it rips!",False,"['PEA', 'Producciones Cinematográficas Cine XX']","['Italy', 'Spain']",es
27392,Blue Eyes of the Broken Doll,1974-08-05,5.7,37,0,0,89,They're HELL-ON-EARTH with LOVE-LUSTS and BLOOD-LUSTS that will SHOCK YOU OUT OF YOUR SEAT and mind!,False,['Profilmes'],['Spain'],es
153281,Tender Dracula,1974-08-07,4.125,16,0,0,98,,False,"['AMLF', 'Les Films Christian Fechner', 'Renn Productions']",['France'],fr
28147,The Centerfold Girls,1974-08-08,5.3,20,0,0,91,The most beautiful girls in the world! He was their JUDGE... JURY... and EXECUTIONER!,False,['General Film Corporation'],['United States of America'],en
69578,What Have They Done to Your Daughters?,1974-08-10,7.167,84,0,2468000,96,Just another suicide until the police discovered... A bloody bathroom. A maniac with a cleaver. A schoolgirl sex ring.,False,['Primex Italiana'],['Italy'],it
3700,Violent Blood Bath,1974-08-12,5.9,8,0,0,92,Judge by day...Butcher by night!,False,['Emaus Films S.A.'],"['Italy', 'Spain']",es
25944,Blood for Dracula,1974-08-13,5.7,166,0,0,103,He couldn't live without a virgin's blood..... ...So a virgin had to die!,False,"['C. C. Champion', 'Andy Warhol Productions']","['France', 'Italy', 'United States of America']",en
59873,Free Love,1974-08-14,5.1,8,0,0,84,The Seductress.,False,['Aquila Cinematografica'],['Italy'],it
334479,Patayin Mo sa Sindak si Barbara,1974-08-16,7.0,3,0,0,113,There is something strange about this motion picture...,False,['Rosas Productions'],['Philippines'],tl
97553,Corpse Eaters,1974-08-16,4.0,8,0,0,61,The dead come back- they have an un-natural hunger... HUMAN BODIES!,False,['Maniac Productions'],['Canada'],en
322047,A Horrible Breath,1974-08-20,0.0,0,0,0,75,,False,[],['South Korea'],ko
216879,Capulina vs. the Monsters,1974-08-22,6.4,20,0,0,87,,False,"['Estudios América', 'Panorama Films']",['Mexico'],es
93142,Puzzle,1974-08-23,5.7,28,0,0,92,,False,['Dania Film'],['Italy'],it
105148,Mania,1974-08-25,5.7,9,0,0,85,,False,['G.R.P. Cinematografica'],['Italy'],it
62930,The Vengeance of the Crying Woman,1974-08-29,5.2,18,0,0,87,,False,['Cinematográfica Calderón S.A.'],['Mexico'],es
38996,Dead of Night,1974-08-29,6.3,132,0,0,88,The dead of night changed the lives of many... and ended the lives of some.,False,"['Impact Films', 'Quadrant Films']","['Canada', 'United States of America']",en
125752,Super Ball,1974-09-01,0.0,0,0,0,60,"Sexy, campy comedy on Hollywood reality",False,['Marden Films'],[],en
87897,Homebodies,1974-09-01,6.667,15,0,0,96,Do You Know Where Your Grandmother Is Tonight?,False,['Cinema Entertainment'],['United States of America'],en
49222,The Thirsty Dead,1974-09-06,3.361,18,0,0,88,"They need a special liquid to stay young. It is red, thick and warm!",False,['de & be Productions'],"['United States of America', 'Philippines']",en
106137,Strike of the Tortured Angels,1974-09-07,2.0,1,0,0,80,Action! Betrayal! Hatred! Bloodshed! Girls! Girls! Girls! Beware of the Nightmare,False,"['Asso Asia Films', 'Shin Brothers Motion Picture Company']",['South Korea'],ko
105386,Love Angels,1974-09-07,2.6,5,0,0,81,Risky Business In The World's Hottest Red- Light District!,False,['Angry Film'],['Italy'],it
258923,House of the Damned,1974-09-08,5.0,7,0,0,94,,False,"['PAC Films', 'Eguiluz Films']","['Liechtenstein', 'Spain']",es
488104,"Come Out, Come Out, Wherever You Are",1974-09-10,0.0,0,0,0,63,,False,[],[],en
862453,The Wind of Ghost,1974-09-12,0.0,0,0,0,88,,False,[],[],zh
172608,All in the Dim Cold Night,1974-09-12,5.0,1,0,0,101,,False,"['Fong Kwang Film Co., Ltd.']",['Taiwan'],zh
59189,Phase IV,1974-09-13,6.323,268,0,0,86,The day the Earth was turned into a cemetery!,False,"['Paramount Pictures', 'Alced Productions', 'PBR Productions']","['United Kingdom', 'United States of America']",en
1427169,เกาะรักนางงู,1974-09-14,0.0,0,0,0,0,,False,['ก้องสยามภาพยนตร์'],['Thailand'],th
1283836,Sumigaw ka hanggang ibig mo!,1974-09-14,0.0,0,0,0,0,,False,['Mirick Films International'],['Philippines'],tl
139543,Inside Amy,1974-09-20,4.5,3,0,0,105,Beware of those who'll love you to death!,False,[],['United States of America'],en
98128,Nightmare Honeymoon,1974-09-20,5.0,5,0,0,95,"Thank Heavens, It's Only A Movie!",False,['Metro-Goldwyn-Mayer'],['United States of America'],en
322046,A Young Lady's Resentment,1974-09-21,0.0,0,0,0,93,,False,[],['South Korea'],ko
127832,The Bloody Exorcism of Coffin Joe,1974-09-23,5.1,17,0,0,100,A debt ransomed by the devil!,False,['Cinedistri'],['Brazil'],pt
93886,The Strange and Deadly Occurrence,1974-09-24,6.071,14,0,0,78,,False,"['Alpine Productions', 'Charles Fries Productions', 'NBC']",['United States of America'],en
4883,And Then There Were None,1974-09-24,5.7,105,0,0,98,The who's next whodunnit.,False,"['Talía Films', 'Corona Filmproduktion', 'Coralta Cinematografica', 'COMECI', 'Oceania Film', 'Filibuster Films']","['Austria', 'France', 'Germany', 'Iran', 'Italy', 'Spain', 'United Kingdom']",en
53102,The California Kid,1974-09-25,6.235,34,0,0,74,In this town a speeding ticket is a death sentence.,False,"['Universal Television', 'ABC']",['United States of America'],en
28411,Night of the Skull,1974-09-29,6.2,18,0,0,82,,False,"['Copercines', 'C. Fénix Films']",['Spain'],es
25627,The Living Dead at Manchester Morgue,1974-11-28,6.388,214,0,0,95,They tampered with nature—now they must pay the price …,False,"['Flaminia Produzioni Cinematografiche', 'Star Films S.A.']","['Italy', 'Spain']",it
668756,The Black Bull,1974-10-01,0.0,0,0,0,69,,False,['Örnek Film'],['Turkey'],tr
90355,The Gardener,1974-10-01,5.4,8,0,0,86,He Plants the Seeds of Evil.,False,[],['United States of America'],en
37130,Impulse,1974-10-01,4.1,15,0,0,87,When the Demons of Evil... Take all Power of Reason... Only IMPULSE Remains!,False,['Conquerer Films Inc.'],['United States of America'],en
30497,The Texas Chain Saw Massacre,1974-10-11,7.3,3543,140000,30900000,83,Who will survive and what will be left of them?,False,"['Vortex', 'Henkel Productions', 'Hooper Productions', 'Bryanston Pictures']",['United States of America'],en
229156,Blood Reincarnation,1974-10-03,5.7,3,0,0,98,,False,[],['Hong Kong'],zh
173113,Ghost of the Mirror,1974-10-04,7.0,2,0,0,93,,False,['First Films'],['Taiwan'],zh
105156,A Black Ribbon for Deborah,1974-10-04,4.9,5,0,0,110,,False,['Paola Film S.r.l.'],['Italy'],it
68714,The House on Skull Mountain,1974-10-04,4.4,21,0,0,89,Every Room Is A Living Tomb in The House On Skull Mountain!,False,"['Chocolate Chip', 'Pinto', '20th Century Fox']",['United States of America'],en
252932,Locusts,1974-10-09,4.8,6,0,0,74,,False,"['Carson Productions', 'Paramount Television']",['United States of America'],en
29399,Shanks,1974-10-09,4.9,19,0,0,93,A new concept in the macabre in which the Good come out of the grave and the Evil are sent to fill the vacancy.,False,"['Paramount Pictures', 'William Castle Productions']",['United States of America'],en
86214,Vampira,1974-10-10,5.2,24,0,0,88,"If You Liked ""Young Frankenstein"" You'll Love ""Old Dracula!""",False,"['World Film Services', 'American International Pictures']",[],en
